Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
12/15/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"During a loan modification process, prior to having the partial claim document recorded by the county, [ over a year after I signed & had it notarized ] a Bank of America employee modified the document, crossing off the work 'subordinate ' [ as it appeared before the word 'mortgage ' ] several times from the document, without my knowledge or consent.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,080XX,,Consent provided,Web,12/15/2016,Closed with non-monetary relief,Yes,No,2249348
1/10/2014,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MD,21201,,N/A,Web,1/9/2014,Closed with explanation,Yes,No,663076
,,,,,,,,,,,,,,,,,
5/31/2012,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMORGAN CHASE & CO.,MI,48390,,N/A,Phone,6/4/2012,Closed with explanation,Yes,No,90046
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
3/4/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,,HSBC NORTH AMERICA HOLDINGS INC.,ID,83634,,Consent not provided,Web,3/4/2017,Closed with explanation,Yes,No,2371801
5/5/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"Bank of America has continued to contact me on my mobile phone even after explicitly denying consent and after repeated requests for them not to contact me via cell phone. BOA has contacted nearly daily for the last three months while for large part of time my account was current. When I ask BOA about this they say that the calls must be in error, however, I continue to receive them and I 'm feeling harassed.",Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MO,630XX,,Consent provided,Web,5/5/2015,Closed with non-monetary relief,Yes,No,1361681
,,,,,,,,,,,,,,,,,
10/18/2014,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian Information Solutions Inc.,MD,21061,,N/A,Web,10/24/2014,Closed with non-monetary relief,Yes,No,1076849
,,,,,,,,,,,,,,,,,
1/19/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34243,"Older American, Servicemember",N/A,Fax,1/22/2013,Closed with explanation,Yes,Yes,251956
11/26/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,"SUNTRUST BANKS, INC.",FL,32669,,N/A,Web,11/26/2013,Closed with monetary relief,Yes,No,612452
6/19/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,OCWEN LOAN SERVICING LLC,GA,30102,,N/A,Referral,7/5/2013,Closed with explanation,Yes,No,437439
12/18/2012,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,WELLS FARGO & COMPANY,PA,15416,,N/A,Referral,12/19/2012,Closed with explanation,Yes,No,211636
,,,,,,,,,,,,,,,,,
3/26/2014,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,,,Delbert Services,NC,28262,,N/A,Web,3/26/2014,Closed with explanation,Yes,No,779076
12/15/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34747,,N/A,Referral,12/16/2014,Closed with explanation,Yes,No,1156809
4/22/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,NATIONSTAR MORTGAGE,AL,35080,,N/A,Web,4/23/2013,Closed with explanation,Yes,No,388466
7/6/2016,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SC,29154,Servicemember,Consent not provided,Web,7/7/2016,Closed with explanation,Yes,No,2000252
,,,,,,,,,,,,,,,,,
1/29/2014,Credit card,,Advertising and marketing,,,,SYNCHRONY FINANCIAL,TX,76053,,N/A,Web,2/7/2014,Closed with non-monetary relief,Yes,Yes,690827
10/18/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,PAYPAL HOLDINGS INC.,PA,19141,,N/A,Referral,11/6/2016,Closed with explanation,Yes,No,2167186
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
7/12/2016,Credit card,,Closing/Cancelling account,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,GA,30103,,N/A,Postal mail,7/13/2016,Closed with explanation,Yes,No,2009569
6/18/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,WELLS FARGO & COMPANY,PA,18237,,N/A,Referral,6/20/2014,Closed with explanation,Yes,No,900970
2/2/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94558,,N/A,Postal mail,2/2/2015,Closed with explanation,Yes,No,1220070
3/6/2013,Credit card,,Advertising and marketing,,,,"CITIBANK, N.A.",CA,94536,,N/A,Web,3/7/2013,Closed with explanation,Yes,No,344167
3/4/2017,Credit reporting,,Incorrect information on credit report,Account status,,,"EQUIFAX, INC.",VA,22303,,Consent not provided,Web,3/4/2017,Closed,Yes,No,2371883
12/26/2012,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,"BMW Financial Services NA, LLC",FL,33063,,N/A,Postal mail,12/30/2012,Closed with explanation,Yes,Yes,217609
10/31/2016,Credit card,,Delinquent account,,"I had a Target Red Card credit card for over three years with an unblemished payment history. My statements were sent by e-mail and I would then pay online, always in full. Last XXXX, I did not receive a statement from Target. I do not remember the exact dates for all of my financial obligations and rely on statements from my creditors. Two months later, I received an e-mail from Target informing me they were turning me over to a collection agency. I called them and told them I wanted to pay the debt in full but also wanted to cancel the card because their statement system did not seem adequate ( i.e. no statements sent ) and I could n't take any chances with ruining my credit. They informed me that it was my responsibility to know when the bills were due and if I cancelled my care, I would never be able to get another one again. I told them that was fine, this was n't working for me, and I had other credit cards. I paid the card in full and owed nothing to Target. In XXXX of 2016, I applied for new car insurance because it was much cheaper. I was told that I would have to pay {$150.00} more for insurance because I had an entry on my credit card. I got a copy of my credit report, and for the first time in my adult life ( I 'm XXXX ), I had a bad credit report from Target. I am now also applying for XXXX jobs and have found out this can also affect my ability to get a job. Target does not have any customer service contacts for this issue as I do not have a Target Red Card anymore and you need a card number to log in into the customer service portal. There is no other mechanism for contacting them about this issue. My question is, if I paid them in full two months after the debt was due, why have they ruined my credit rating? This card has cost me far more than I ever saved by using it and now it is going to potentially impair my ability to get a job. I feel as if I 've committed a felony and I would like Target to resolve this ; I do n't owe them anything and they did n't have to pay anything to collect the debt. It just seems like sheer vindictiveness, which I think stems from my not wanting to use their card anymore. I hope you can help me or direct me to help at Target.",,TD BANK US HOLDING COMPANY,VA,221XX,,Consent provided,Web,10/31/2016,Closed with explanation,Yes,Yes,2186512
12/9/2016,Credit card,,Closing/Cancelling account,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,93444,,Consent not provided,Web,12/9/2016,Closed with explanation,Yes,No,2242815
2/12/2016,Credit card,,Credit determination,,,,AMERICAN EXPRESS COMPANY,OK,74014,,Consent not provided,Web,2/12/2016,Closed with explanation,Yes,No,1786509
,,,,,,,,,,,,,,,,,
3/3/2016,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,44432,,N/A,Referral,3/3/2016,Closed with explanation,Yes,No,1815829
,,,,,,,,,,,,,,,,,
10/21/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",OH,44108,,N/A,Phone,10/21/2015,Closed with explanation,Yes,No,1617332
5/8/2015,Bank account or service,Checking account,Deposits and withdrawals,,"I made several purchases using my debit card. These were listed under my pending/on hold transactions. A couple days later, I had emergency brake work done on my car. This was after my other withdrawals. The brake work caused a slight overdraft ( which I expected ). A couple days later, I received overdraft charges on my account for XXXX items totalling 210.00 ( approx. XXXX of my paycheck ). These were all caused by the minor charges I had made previous to the brake work. In fact, the brake work was finally deducted four days after. I contacted customer service and asked for a supervisor. I spoke to a supervisor named XXXX who insisted that there was nothing he would do to help and basically insulted my intelligence. I was told that even though those charges were made previous to the large charge which caused this, that they were posted after the charge ( and while it in itself was still on hold and pending ).",,"CITIZENS FINANCIAL GROUP, INC.",NY,140XX,,Consent provided,Web,5/8/2015,Closed with monetary relief,Yes,No,1367172
7/5/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,WELLS FARGO & COMPANY,CA,95843,,N/A,Web,7/9/2013,Closed with explanation,Yes,Yes,449851
1/9/2014,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,,,HSBC NORTH AMERICA HOLDINGS INC.,NY,10025,,N/A,Postal mail,1/13/2014,Closed with explanation,Yes,Yes,660573
3/8/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30013,,N/A,Phone,3/10/2017,Closed with explanation,Yes,No,2378338
10/26/2016,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,"transunion had a glitch in their system that violated the rights of their consumers under section 6.11. As a result, I have been gravely affected and my score is suffering as a result. No notice was ever given which is also a violation and i am requesting that ALL inquires be removed.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CT,065XX,,Consent provided,Web,10/26/2016,Closed with explanation,Yes,No,2180102
1/17/2017,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NJ,7006,,Consent not provided,Web,1/17/2017,Closed with explanation,Yes,No,2292842
,,,,,,,,,,,,,,,,,
11/19/2015,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,Clark County Collection Service,NV,89131,,N/A,Referral,11/23/2015,Closed with explanation,Yes,No,1663799
2/5/2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,,,"Navient Solutions, LLC.",NC,283XX,Older American,Other,Web,2/5/2016,Closed with explanation,Yes,No,1775303
12/7/2015,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,"EQUIFAX, INC.",NY,10305,,N/A,Phone,12/11/2015,Closed with explanation,Yes,No,1685070
3/11/2013,Credit card,,APR or interest rate,,,,WELLS FARGO & COMPANY,MA,2170,,N/A,Web,3/12/2013,Closed with explanation,Yes,No,349462
9/5/2013,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,ENCORE CAPITAL GROUP INC.,AZ,85296,"Older American, Servicemember",N/A,Web,9/5/2013,Closed with explanation,Yes,No,516549
11/13/2014,Bank account or service,Savings account,"Making/receiving payments, sending money",,,,WELLS FARGO & COMPANY,FL,33579,,N/A,Web,11/13/2014,Closed with explanation,Yes,No,1114478
4/17/2014,Bank account or service,Savings account,"Account opening, closing, or management",,,,JPMORGAN CHASE & CO.,CA,93901,,N/A,Referral,4/22/2014,Closed with monetary relief,Yes,No,813418
3/31/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",TX,78254,,N/A,Postal mail,4/3/2017,Closed with explanation,Yes,No,2413067
2/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMORGAN CHASE & CO.,IL,60660,,N/A,Postal mail,2/14/2013,Closed with explanation,Yes,Yes,316803
,,,,,,,,,,,,,,,,,
10/8/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,NATIONSTAR MORTGAGE,HI,96740,,N/A,Referral,10/15/2014,Closed with explanation,Yes,No,1063384
7/1/2016,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,75115,,Consent not provided,Web,7/5/2016,Closed with non-monetary relief,Yes,No,1993668
1/5/2015,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,HSBC NORTH AMERICA HOLDINGS INC.,,,,N/A,Phone,1/9/2015,Closed with explanation,Yes,No,1181044
5/25/2016,Credit card,,Billing disputes,,"Thought card was on autopayment, it was not. I attempted to submit payments online through Capital One 's website and thought everything was good. I 've paid on time with Capital One ever since I opened my account. They sure were quick to report me as 30 days late on all credit bureaus. I contacted them and they told me they can not do anything. I contacted all XXXX credit bureaus and they informed me to contact Capital One. I 'm stuck in this endless loop. I understand that they do n't have to make any adjustments. But, I believe their website had issues and I do n't understand why they are so adamant about not helping me.",,CAPITAL ONE FINANCIAL CORPORATION,CO,802XX,,Consent provided,Web,5/27/2016,Closed with explanation,Yes,No,1940479
